date,HUFL,HULL,MUFL, MULL,LUFL,LULL,OT
01.01.2015,9,8.4,746.7,771.4,85,1,52
02.01.2015,9.4,8.6,746.3,771,89,1,22
03.01.2015,11.9,7.2,739.3,763.7,85,1,52
04.01.2015,10.2,8.8,734.9,759.2,88,2,28
05.01.2015,9.7,8.2,741.4,766,97,1,32
06.01.2015,11,7,745.4,770.3,88,1,36
07.01.2015,12.5,6,747.9,772.6,72,2,32
08.01.2015,8.9,8,749.7,774.6,89,1,27
09.01.2015,10,8,748.6,773.5,93,2,30
10.01.2015,12.2,7.3,747,771.7,73,1,31
11.01.2015,13.8,8.1,747.6,772.3,72,0,48
12.01.2015,14.8,6.6,746.1,770.8,80,2,34
13.01.2015,15.7,5.5,744.8,769.4,70,3,38
14.01.2015,11.4,8.5,745,769.6,83,1,38
15.01.2015,12,8.7,746.4,771,75,1,33
16.01.2015,12.6,9.9,746.6,771.2,78,1,31
17.01.2015,11.3,9.8,746.7,771.2,72,2,22
18.01.2015,13,9,748.4,773,79,1,26
19.01.2015,11.5,9,742.2,766.6,77,0,26
20.01.2015,14.7,8.2,745.8,770.4,79,1,31
21.01.2015,16.9,7.1,742.1,766.5,69,1,47
22.01.2015,17.1,6.6,739,763.2,73,1,30
23.01.2015,16.9,11.1,732.9,756.7,61,2,28
24.01.2015,13.8,11.7,740,764.3,82,1,19
25.01.2015,14.6,11,741.3,765.6,80,1,23
26.01.2015,13.2,11.7,740.3,764.5,86,1,26
27.01.2015,12.5,10.8,737.4,761.7,95,2,21
28.01.2015,10.6,8.4,740.4,765,89,1,30
29.01.2015,7.4,5.1,746.6,771.7,97,1,18
30.01.2015,7,5.2,747.3,772.3,69,2,22
31.01.2015,7.2,5.8,748.2,773.2,64,2,30
01.02.2015,10.4,5.6,746.2,771,69,2,18
02.02.2015,10.7,6.9,747.3,772,66,1,27
03.02.2015,11,7.7,749.3,774.1,72,1,20
04.02.2015,10.2,8,748.9,773.8,78,2,18
05.02.2015,9.8,7,748.1,773,80,1,14
06.02.2015,11.3,3.5,743.4,767.9,61,2,19
07.02.2015,11.7,8.7,748.9,773.7,81,1,15
08.02.2015,8.7,6.5,745.6,770.3,77,2,12
09.02.2015,10.7,8,745.2,769.9,65,1,8
10.02.2015,10.9,8,743.9,768.6,76,1,9
11.02.2015,15.9,5.7,742.2,766.7,72,2,13
12.02.2015,17.8,5.8,738.4,762.7,74,1,13
13.02.2015,15.3,9.5,735.9,760,71,1,11
14.02.2015,18,11.6,734.3,758.2,69,1,10
15.02.2015,19.3,11.8,741.3,765.4,71,1,9
16.02.2015,15.6,12.2,740.7,764.9,86,1,8
17.02.2015,19.8,10.8,736.1,760,73,2,10
18.02.2015,22,13.2,734.9,758.5,69,2,4
19.02.2015,19.9,14.6,733.3,756.9,68,2,6
20.02.2015,17.7,13.8,736.9,760.7,75,2,6
21.02.2015,16.7,13.7,737.9,761.8,69,2,3
22.02.2015,14.4,11.5,739,763.2,78,1,8
23.02.2015,12.5,11.4,739.7,763.9,79,1,8
24.02.2015,15.8,11.4,736.1,760.1,72,1,16
25.02.2015,17.5,12.4,738.2,762.2,74,1,13
26.02.2015,15.3,12.9,733.8,757.6,65,2,14
27.02.2015,15.5,12.1,738.3,762.4,73,2,10
28.02.2015,12.3,7.3,748.6,773.5,85,1,11
01.03.2015,10,7.7,742.9,767.5,80,1,6
02.03.2015,12.2,8.5,739.2,763.5,75,1,13
03.03.2015,14.7,9.8,737.3,761.4,69,2,14
04.03.2015,13.4,10.5,738.7,762.9,51,1,9
05.03.2015,12.4,9,742.5,766.9,64,2,8
06.03.2015,16,8.3,740.9,765.2,62,2,11
07.03.2015,18.6,8.6,737.6,761.5,48,4,10
08.03.2015,20.1,12.8,741.3,765.4,61,2,14
09.03.2015,15.2,11.7,743.6,767.8,66,2,15
10.03.2015,17.4,12.7,743.9,768.1,52,2,12
11.03.2015,16.3,12.2,744.4,768.7,67,1,19
12.03.2015,21.6,10.8,736.9,760.6,51,3,10
13.03.2015,20.9,15.3,738.1,761.9,59,1,15
14.03.2015,17.1,13.2,737.8,761.8,86,2,19
15.03.2015,22.5,13.1,737.7,761.4,72,1,23
16.03.2015,22.6,15.2,730.6,753.9,60,2,22
17.03.2015,23.1,18.1,731.3,754.7,75,2,10
18.03.2015,23.3,17.6,734.4,757.9,76,2,26
19.03.2015,17.9,16.4,738.3,762.1,82,2,11
20.03.2015,20.3,15.4,744.3,768.4,71,3,16
21.03.2015,22.2,13.1,740,763.8,64,3,12
22.03.2015,18,16.2,740.9,764.8,73,1,13
23.03.2015,24.2,15.4,742.9,766.6,57,1,24
24.03.2015,20.4,16.5,743.8,767.8,72,1,26
25.03.2015,25.5,13.8,739.5,762.3,44,3,28
26.03.2015,24.9,18.1,741.3,763.9,46,0,33
27.03.2015,19.2,16.8,741.1,764,91,1,28
28.03.2015,22,15.8,735.9,758.6,68,1,27
29.03.2015,23.4,17.6,733.7,756.2,65,2,25
30.03.2015,28.3,17.3,724.9,747,54,1,41
31.03.2015,32,20.8,724.3,746.8,59,2,34
01.04.2015,36.2,23.2,720.3,742.6,49,3,33
02.04.2015,29.4,20.8,723.4,746.2,60,2,25
03.04.2015,32,21.7,723.7,746.2,57,4,47
04.04.2015,30.8,21.1,725.7,748.3,55,2,37
05.04.2015,22.7,14.9,736.2,760,80,2,47
06.04.2015,17,14.3,740.4,764.5,95,1,39
07.04.2015,13.5,12.1,745.1,769.4,87,1,39
08.04.2015,17.9,11.5,741.3,765.3,71,1,43
09.04.2015,16.2,12.3,743.1,767.2,81,0,46
10.04.2015,21.3,13.5,741.6,765.5,82,1,52
11.04.2015,18.5,15.4,746,770.1,73,1,41
12.04.2015,23.8,12.7,743.8,767.7,69,2,40
13.04.2015,25.6,14.3,741.5,765.2,41,1,51
14.04.2015,27.6,13.9,735.7,759.2,58,3,47
15.04.2015,26.6,14.5,735,758.4,66,2,49
16.04.2015,29.6,16.7,726.8,749.7,66,1,54
17.04.2015,31.1,20.8,726.2,748.9,61,2,53
18.04.2015,24.3,21.1,729.2,752.3,86,0,58
19.04.2015,21,16,738.1,761.7,65,1,48
20.04.2015,26,16.6,736.3,759.7,60,2,63
21.04.2015,24.7,19,740.1,763.5,63,1,46
22.04.2015,20.8,16.2,742.5,766.5,87,1,45
23.04.2015,18,16.2,743.4,767.3,86,1,40
24.04.2015,23,16.4,742.6,766.4,83,2,64
25.04.2015,26.9,16.1,739.5,763,71,2,49
26.04.2015,27.1,17.2,736.4,759.6,67,1,61
27.04.2015,29.7,19.3,734.8,757.9,69,1,63
28.04.2015,31.9,20.6,733.8,756.7,59,1,70
29.04.2015,33.9,21.2,731.6,754.3,52,1,50
30.04.2015,32.2,22.3,728.4,751,55,2,61
01.05.2015,25.9,17.6,734.9,758.4,81,1,41
02.05.2015,27.3,16.6,732,755.2,61,2,57
03.05.2015,21.4,18.8,736.9,760.4,87,1,47
04.05.2015,22.3,18.2,737.6,761.2,79,1,85
05.05.2015,22.9,17.4,734.5,757.9,78,1,57
06.05.2015,27.3,17.1,733.5,756.6,65,2,70
07.05.2015,28.9,21.1,731,753.9,66,3,56
08.05.2015,29.8,19.7,733.5,756.7,68,1,56
09.05.2015,31.7,19.2,730.1,753,53,2,53
10.05.2015,31.9,21.5,733.6,756.7,61,8,64
11.05.2015,25.9,18.2,737.8,761.3,56,1,78
12.05.2015,25.6,19.5,732.6,755.6,51,2,79
13.05.2015,26.3,21.4,729.3,752.2,60,1,84
14.05.2015,28.7,21.4,731.4,754.4,75,1,63
15.05.2015,23,21.1,736.1,759.4,94,1,64
16.05.2015,24.7,20.3,732.6,755.8,80,2,49
17.05.2015,24,20.2,732.5,755.6,78,2,63
18.05.2015,29.7,20.1,730.8,753.7,77,2,74
19.05.2015,28.8,21.8,730.9,753.7,72,1,82
20.05.2015,31.1,23.6,732.5,755.3,66,1,64
21.05.2015,29.7,22.5,733.1,756.2,79,2,68
22.05.2015,22.1,18.7,735.3,758.8,84,0,59
23.05.2015,23.4,18.6,733.7,757,81,1,62
24.05.2015,29.1,19.9,731.3,754.2,73,2,91
25.05.2015,23.6,20.9,732.5,755.7,72,1,100
26.05.2015,24.1,18.9,732.2,755.4,83,0,105
27.05.2015,26.5,21.1,728.7,751.6,85,1,91
28.05.2015,25.6,22.3,728.4,751.3,88,1,94
29.05.2015,27.1,21.7,733.9,757,70,1,72
30.05.2015,29.8,21.3,732.6,755.6,78,1,89
31.05.2015,32.8,21.4,727,749.5,65,1,86
01.06.2015,24,22.8,729.6,752.5,91,0,100
02.06.2015,28.1,23.1,731.7,754.6,89,1,113
03.06.2015,24,22.5,733.8,757,90,1,106
04.06.2015,25.7,21.3,735.7,758.9,88,2,102
05.06.2015,28.8,21.5,732,754.9,79,1,102
06.06.2015,24.4,20.9,732.5,755.8,95,1,98
07.06.2015,25,20.7,732.6,755.7,87,1,103
08.06.2015,26.6,21.5,733.6,756.7,81,2,140
09.06.2015,31.5,21.6,729.1,751.9,72,2,123
10.06.2015,33.9,23.7,732,754.7,69,2,114
11.06.2015,34.9,25.1,733.1,756,67,1,131
12.06.2015,30.9,20,733,756.3,90,2,110
13.06.2015,21.2,19.5,732.3,755.5,91,2,104
14.06.2015,27.2,20.5,731.5,754.5,83,2,123
15.06.2015,23.7,22.8,730,753,90,2,122
16.06.2015,27,21.7,728.3,751.2,85,2,120
17.06.2015,27.6,22.3,730.2,753.1,90,1,118
18.06.2015,26.5,23.8,731.8,754.8,87,1,101
19.06.2015,31.4,23,731.2,754,83,1,104
20.06.2015,25.9,22.6,732.7,755.8,94,1,111
21.06.2015,30,22.2,730.8,753.7,84,2,94
22.06.2015,32.6,23.4,726.3,748.7,63,1,120
23.06.2015,32.9,27.1,726,748.5,75,2,133
24.06.2015,30.3,26.6,727.2,749.8,82,2,125
25.06.2015,31.6,25.7,725.9,748.3,79,1,121
26.06.2015,36,27.1,721.9,744,62,1,90
27.06.2015,36.6,29,724.5,746.6,70,2,77
28.06.2015,38.2,30,724.8,746.9,65,2,89
29.06.2015,33.6,25.6,726.9,749.6,90,3,106
30.06.2015,28.1,24.4,729.8,752.6,96,1,110
01.07.2015,26.9,24.6,728.8,751.6,83,1,110
02.07.2015,26.4,23.6,729.8,752.8,96,2,78
03.07.2015,23.4,21.3,733.3,756.5,90,1,112
04.07.2015,22.9,20,734.6,757.9,86,1,82
05.07.2015,25.1,20.4,734.1,757.3,86,1,83
06.07.2015,30.2,20.3,732.3,755.3,73,1,107
07.07.2015,32.7,21.6,731.7,754.5,70,2,99
08.07.2015,34.1,23.6,731.1,753.8,59,2,86
09.07.2015,32,24.2,734.1,757,77,1,61
10.07.2015,33,24.9,732,754.7,69,1,59
11.07.2015,34.8,24.7,728.7,751.2,66,2,49
12.07.2015,37.4,26.1,728.6,751,62,2,53
13.07.2015,34.5,27.8,728.5,751,67,1,51
14.07.2015,27.9,23.4,728.7,751.6,96,4,40
15.07.2015,29.8,22.6,729.8,752.5,77,0,40
16.07.2015,34.3,24.3,728.8,751.3,68,1,49
17.07.2015,34.9,25.5,729.2,751.7,68,2,40
18.07.2015,36.3,25.9,728.8,751.2,55,2,49
19.07.2015,34.8,26.9,729.8,752.2,64,1,33
20.07.2015,36.4,26.9,729.8,752.2,55,2,26
21.07.2015,32.7,28.2,729.7,752.2,71,2,50
22.07.2015,25.9,23,730.9,753.7,88,1,32
23.07.2015,32.7,24.4,731.9,754.7,75,1,29
24.07.2015,34,24.7,730.6,753.2,69,1,27
25.07.2015,34.8,26,728.7,751.2,70,2,36
26.07.2015,34.5,26.9,730.5,753.1,64,2,33
27.07.2015,36,26.3,730.1,752.6,58,1,26
28.07.2015,35.6,26.8,730.4,752.8,59,1,28
29.07.2015,35.6,28.1,730.1,752.4,51,3,24
30.07.2015,36.8,28.6,730.1,752.5,57,3,25
31.07.2015,36.9,26.9,730.4,752.9,76,1,20
01.08.2015,36.7,28.2,730.5,752.7,48,2,25
02.08.2015,37.3,29.8,729.4,751.6,44,3,16
03.08.2015,37.1,30.4,728.6,750.8,40,3,18
04.08.2015,35.9,29.4,729.1,751.6,56,2,14
05.08.2015,33.1,23.5,730.1,752.8,64,3,16
06.08.2015,35,25.1,731.2,753.7,56,1,17
07.08.2015,33.9,23.4,733.7,756.8,92,1,17
08.08.2015,25.7,23.4,734.3,757.3,80,1,19
09.08.2015,28.8,24.1,733.5,756.4,79,2,12
10.08.2015,31.5,24.3,733.2,756,75,1,9
11.08.2015,30.6,25.4,732.1,754.9,77,2,11
12.08.2015,34.5,25.6,731.4,754,73,2,7
13.08.2015,34.4,26.7,730,752.5,71,2,11
14.08.2015,35.3,27.7,729.6,752.2,68,3,18
15.08.2015,31.5,27.2,730.5,753.1,76,1,15
16.08.2015,34.3,27,729.4,752.1,83,2,20
17.08.2015,26.3,24.4,730.5,753.4,92,1,11
18.08.2015,24.4,22.7,732.9,756,96,1,16
19.08.2015,22.9,21.6,736.8,760.1,92,1,12
20.08.2015,28.9,22.1,735,758,83,2,11
21.08.2015,33.3,22.9,732.5,755.3,76,2,8
22.08.2015,33.4,24.4,730.5,753.1,68,1,10
23.08.2015,34.4,25.9,730.1,752.7,69,1,18
24.08.2015,33.4,26.3,731.7,754.5,77,2,8
25.08.2015,26.1,23.6,734.9,757.9,77,1,5
26.08.2015,28.8,23.8,733.7,756.6,77,2,7
27.08.2015,25.3,23.3,735,758.1,89,1,6
28.08.2015,30,23.5,733.2,756.1,81,1,10
29.08.2015,31.2,24.1,732.8,755.7,76,1,13
30.08.2015,33,24.1,732.4,755.1,74,2,8
31.08.2015,33.7,25.2,733.4,756.1,71,1,8
01.09.2015,33.3,25.9,732.8,755.6,69,1,12
02.09.2015,33,24.7,733.6,756.6,88,2,5
03.09.2015,33,24.8,732.1,754.7,59,1,22
04.09.2015,31.5,26.4,733.3,756.1,75,2,9
05.09.2015,26.3,24,733.5,756.4,89,1,18
06.09.2015,26.5,22.7,734.3,757.4,81,1,17
07.09.2015,33.6,22.3,732.7,755.4,65,1,15
08.09.2015,31.2,26,734,756.7,61,1,11
09.09.2015,31.3,26.4,735.8,758.6,71,1,17
10.09.2015,31.8,26.6,733.8,756.6,81,2,15
11.09.2015,24.5,19.9,740.7,764.3,95,3,14
12.09.2015,25.3,18.4,742,765.4,70,1,21
13.09.2015,24.6,20.7,740,763.4,78,1,27
14.09.2015,27.5,21.2,738,761.2,67,1,27
15.09.2015,28.6,22.6,737.7,760.9,76,1,37
16.09.2015,26.7,21.8,736,759.2,77,2,28
17.09.2015,22.6,19.9,740,763.6,96,2,8
18.09.2015,21.2,19.7,739.2,762.7,95,0,14
19.09.2015,21.7,20,738.3,761.7,94,1,16
20.09.2015,26.2,20.1,734.8,758,87,1,28
21.09.2015,25.9,21.8,732.2,755.2,80,1,30
22.09.2015,22.7,20.5,736.1,759.4,85,1,20
23.09.2015,27.8,20.9,729.1,751.9,71,2,22
24.09.2015,23.9,21,733.9,757.2,86,2,27
25.09.2015,22.8,19.9,735.1,758.4,91,2,21
26.09.2015,21.5,20.2,736.3,759.7,92,1,26
27.09.2015,21.8,20,735.4,758.7,88,2,22
28.09.2015,23.1,19.7,736.6,759.9,92,1,38
29.09.2015,24.8,20.8,737.6,760.9,92,1,40
30.09.2015,28.9,22.1,738.1,761.2,81,3,33
01.10.2015,24.3,18.9,741.8,765.5,70,2,42
02.10.2015,25.9,16.6,738.6,761.9,68,1,30
03.10.2015,21.4,18.4,743,766.8,89,1,54
04.10.2015,19.3,17.8,744.8,768.7,96,1,46
05.10.2015,20.9,17.8,740,763.6,95,1,59
06.10.2015,21.7,18.5,738.8,762.3,85,1,48
07.10.2015,26.4,20.1,739.1,762.5,89,1,47
08.10.2015,24.9,19.9,740.1,763.6,89,1,53
09.10.2015,22.5,19.3,740.6,764.2,74,1,41
10.10.2015,24,18,743,766.7,82,1,40
11.10.2015,26.7,17.2,743,766.6,68,1,38
12.10.2015,26.8,19.1,741.5,765,73,1,37
13.10.2015,26,19.3,741.5,765.1,73,2,45
14.10.2015,27.8,17.1,740.6,764.2,75,2,48
15.10.2015,28.6,17.3,739.1,762.5,70,2,43
16.10.2015,30,18.5,737.1,760.3,67,1,44
17.10.2015,25.5,19.2,739.6,763,85,1,46
18.10.2015,21.8,20.8,740.5,764,94,0,48
19.10.2015,25.7,20.3,736.7,760.1,90,2,56
20.10.2015,26.8,18.6,735,758.3,86,2,59
21.10.2015,28.7,18.7,735.2,758.4,68,2,33
22.10.2015,28.5,20.1,735.5,758.6,61,1,53
23.10.2015,23.2,19.6,735.7,759.1,82,2,51
24.10.2015,25.3,20.7,736.4,759.8,84,2,53
25.10.2015,22.9,20.3,738.1,761.5,79,2,59
26.10.2015,21.8,18,742.5,766.3,65,4,66
27.10.2015,18.7,15.8,739.6,763.4,68,3,55
28.10.2015,19.5,16.3,739.9,763.8,82,2,55
29.10.2015,19.9,16.5,743,766.8,79,3,66
30.10.2015,17.6,15.9,745.5,769.6,88,1,57
31.10.2015,15.6,14.6,749.5,773.8,81,1,54
01.11.2015,18,14.1,745.9,770.1,86,2,58
02.11.2015,21.6,12.7,740.6,764.4,72,3,78
03.11.2015,18.5,16.4,740.3,764.1,68,1,65
04.11.2015,17.5,16.2,738.6,762.4,81,2,56
05.11.2015,17,15.3,734.3,758,96,2,69
06.11.2015,19.4,15.7,736,759.6,86,1,60
07.11.2015,22.2,16.1,739.5,763.2,79,2,49
08.11.2015,20.2,16,742.4,766.4,89,2,67
09.11.2015,19.2,15.4,739.7,763.4,76,1,83
10.11.2015,18,16.1,740.4,764.2,84,2,79
11.11.2015,19.6,16.2,741,764.8,66,2,64
12.11.2015,18.7,15.3,742.3,766.3,78,1,66
13.11.2015,19.1,14.7,738.7,762.6,79,1,68
14.11.2015,18.5,14.8,734.7,758.3,78,4,66
15.11.2015,17.9,15.2,737.6,761.5,91,2,57
16.11.2015,18.6,14.5,734.7,758.3,81,1,89
17.11.2015,17.5,16.7,740,763.8,87,1,81
18.11.2015,18.2,16.4,739.8,763.6,84,1,72
19.11.2015,18.1,16.6,741.3,765.1,83,1,63
20.11.2015,20.2,16.3,740.4,764.1,78,1,64
21.11.2015,22.4,16.6,737.4,760.9,71,2,71
22.11.2015,20.4,18.6,740.3,764,84,1,71
23.11.2015,22.6,17.5,735.6,759.1,78,1,97
24.11.2015,19.5,12.9,746.4,770.7,80,3,64
25.11.2015,14.7,12,746.6,771,88,1,89
26.11.2015,13.9,11.7,743.5,767.8,81,1,79
27.11.2015,13.9,12.3,743.7,768,79,1,76
28.11.2015,13.2,11.6,746.8,771.2,83,2,70
29.11.2015,16.9,11.9,744.2,768.5,84,2,95
30.11.2015,13.2,10.5,740.2,764.3,81,1,94
01.12.2015,13.1,12,742.9,767.2,86,1,76
02.12.2015,14.3,11.9,744.9,769.2,91,1,65
03.12.2015,13.6,12.1,745.3,769.7,91,1,66
04.12.2015,13.4,10.3,744.2,768.7,81,0,61
05.12.2015,12.3,9.2,748.2,772.8,87,2,64
06.12.2015,15.3,8.1,746.8,771.4,81,2,46
07.12.2015,16.4,7.3,744.6,769,76,2,70
08.12.2015,15.7,10.4,742.9,767.1,72,1,81
09.12.2015,15.3,12.3,741.6,765.7,78,2,89
10.12.2015,15.5,12.6,738.1,762.1,76,1,70
11.12.2015,14.4,13,736.9,760.9,58,2,53
12.12.2015,12.5,10,740.1,764.5,84,1,34
13.12.2015,10.6,9.8,744.9,769.5,95,1,62
14.12.2015,10.2,7.1,747.4,772.3,91,2,56
15.12.2015,7.4,6.1,751.3,776.4,85,2,52
16.12.2015,11,5.3,750.6,775.7,87,2,66
17.12.2015,11.8,3.7,746.7,771.4,64,1,50
18.12.2015,9,6.3,747.4,772.3,87,0,37
19.12.2015,7.2,6.5,748,772.9,83,2,36
20.12.2015,10.4,6.8,742.2,766.9,76,2,36
21.12.2015,9.2,7.2,743.8,768.4,75,1,49
22.12.2015,11.9,8.4,743.4,768,81,2,41
23.12.2015,11,8.5,743.6,768.1,79,1,43
24.12.2015,11.2,8.1,749.2,774.1,82,1,41
25.12.2015,12.1,8.1,745.5,770.1,81,2,33
26.12.2015,10.8,7.2,746.2,771.1,93,2,41
27.12.2015,9.6,6.4,750,775,84,2,40
28.12.2015,8,6,750.1,775,91,1,48
29.12.2015,10.4,7.9,749.9,774.7,86,1,36
30.12.2015,10.3,8.6,750.2,775,88,1,46
31.12.2015,11.5,8,746.4,771,86,1,36
01.01.2016,12.6,9.1,745.6,770.3,93,2,29
02.01.2016,14,6.9,741.8,766.3,89,1,37
03.01.2016,10.6,7,741.6,766,87,1,23
04.01.2016,14.4,9.7,741.8,766.3,87,2,38
05.01.2016,14.3,7.9,741.8,766.2,84,1,38
06.01.2016,10.5,9.8,744,768.5,94,1,36
07.01.2016,10.4,8.6,746.2,770.9,95,2,17
08.01.2016,9.4,8.5,742.1,766.7,87,1,25
09.01.2016,9.1,8.5,742.1,766.7,92,2,28
10.01.2016,10.2,8.7,744.4,769,92,1,23
11.01.2016,13.3,9.2,741.8,766.2,78,1,25
12.01.2016,11.4,9.3,743.6,768.1,79,2,30
13.01.2016,11.1,9.2,742.6,767.1,76,1,26
14.01.2016,9.7,8,743.4,768,79,1,28
15.01.2016,12.9,8.6,736.6,760.9,71,2,23
16.01.2016,10.4,8.5,740.8,765.4,86,1,19
17.01.2016,14,7.6,739.1,763.6,81,2,39
18.01.2016,12.1,7.4,741.9,766.3,75,1,33
19.01.2016,11,9.5,740.3,764.7,65,1,18
20.01.2016,9.2,7.3,744.3,769,83,1,21
21.01.2016,7.3,6.2,742.3,767.1,86,2,17
22.01.2016,6.4,3.5,752.6,778,89,5,22
23.01.2016,1.7,0.4,758.5,784.4,95,1,16
24.01.2016,5.8,0.9,757.6,783.3,62,2,21
25.01.2016,6.1,0.2,749.8,775,61,1,15
26.01.2016,6.3,3.4,744.8,769.8,66,1,17
27.01.2016,6.3,4.8,742.1,767,69,1,15
28.01.2016,6.3,4.1,744.6,769.5,76,1,12
29.01.2016,10,5.4,744.7,769.6,81,1,17
30.01.2016,9.3,3.1,742,766.6,79,2,14
31.01.2016,7.8,6.3,750,775.1,91,2,14
01.02.2016,6.3,5.7,750.4,775.5,94,1,10
02.02.2016,9.8,5.6,745.3,770.3,86,2,11
03.02.2016,7.3,5.9,746.7,771.7,84,1,10
04.02.2016,10.2,6.2,747.4,772.3,81,2,13
05.02.2016,10.2,7,751.5,776.5,84,1,6
06.02.2016,15.4,4.2,750.8,775.7,75,1,7
07.02.2016,16.5,3.9,745,769.7,70,2,5
08.02.2016,14,4.3,740.2,764.5,61,1,1
09.02.2016,14.7,9.4,736,760.2,71,1,9
10.02.2016,17.2,9,732.2,756.3,79,2,9
11.02.2016,18.4,11.1,730.6,753.5,64,1,5
12.02.2016,18.6,13.2,734.6,758.5,81,3,10
13.02.2016,11.7,8,745,769.8,46,3,3
14.02.2016,5.2,3.7,752.6,777.9,77,2,5
15.02.2016,7.5,4.4,750.4,775.6,82,1,9
16.02.2016,10.1,4.2,748.3,773.2,74,1,9
17.02.2016,11.9,4,746.2,771,74,1,20
18.02.2016,14.7,5.1,742.5,766.9,59,1,9
19.02.2016,15.9,8.6,749,773.5,59,2,16
20.02.2016,13.9,10.2,741.4,765.7,67,1,12
21.02.2016,11.9,8,744.5,769.2,91,1,11
22.02.2016,11.3,7.9,747.1,771.7,75,1,8
23.02.2016,9.5,8.2,752,776.9,93,0,8
24.02.2016,15.7,8.1,750.8,775.4,63,1,9
25.02.2016,12,10,752,776.8,75,2,10
26.02.2016,17.5,8,746.4,770.9,72,2,8
27.02.2016,20.9,7.4,743.6,767.8,71,2,7
28.02.2016,21.8,8.9,747.4,771.7,68,1,7
29.02.2016,24.3,9.9,739.7,763.5,55,2,4
01.03.2016,25.4,12.1,738.7,762.4,61,2,3
02.03.2016,21.4,14.4,740.4,764.2,67,2,8
03.03.2016,23.1,15,735.9,759.6,70,2,3
04.03.2016,19,13.5,738,761.7,71,1,6
05.03.2016,23.8,16.2,736.3,759.8,70,2,7
06.03.2016,27.4,15.4,731.9,755.1,57,1,10
