date,HUFL,HULL,MUFL, MULL,LUFL,LULL,OT
12.07.2018,31.9,25.2,729,751.6,76,2,241
13.07.2018,36.8,26.8,727.3,749.6,69,2,261
14.07.2018,37.4,28.6,727.2,749.4,53,0,254
15.07.2018,37.3,28.6,728.6,750.7,44,3,208
16.07.2018,37.2,30.8,728.4,750.6,53,2,211
17.07.2018,36.3,29.4,727.9,750.2,67,2,210
18.07.2018,40.4,29.5,725.8,747.7,36,2,196
19.07.2018,40,30.1,726.4,748.3,38,3,177
20.07.2018,40.3,32.2,726.6,748.5,38,3,159
21.07.2018,40.8,30.7,727.2,749.2,44,1,148
22.07.2018,40.7,30.7,727.2,749.5,63,2,139
23.07.2018,39.9,29,726.6,748.6,42,1,135
24.07.2018,39.1,31.2,727.8,749.9,49,2,118
25.07.2018,37.5,29.2,728.4,750.8,73,1,105
26.07.2018,36.5,28.6,727.1,749.3,63,2,104
27.07.2018,39.5,27.5,728.6,751.2,81,0,85
28.07.2018,38.3,27.5,727.4,749.5,52,1,68
29.07.2018,39.4,31.3,728.4,750.7,59,2,64
30.07.2018,31.3,25.6,729.2,751.8,73,2,65
31.07.2018,31.5,24.4,729.1,751.6,68,1,78
01.08.2018,34.6,26.1,728.4,751,71,1,63
02.08.2018,34.7,24.7,727.5,750,74,1,55
03.08.2018,34.8,26.3,729.8,752.4,75,0,49
04.08.2018,35.2,25.5,729.6,752,63,2,67
05.08.2018,33.5,24.6,730,752.5,67,2,60
06.08.2018,34.5,25.4,730.1,752.8,82,1,65
07.08.2018,34.4,26.1,730.3,752.9,72,1,57
08.08.2018,33.9,25.1,732,754.9,87,1,79
09.08.2018,34.6,24.7,730.9,753.4,61,2,65
10.08.2018,36.2,26.8,728.9,751.3,55,1,54
11.08.2018,34.8,26.2,728.7,751.4,79,1,55
12.08.2018,34.7,25.5,727.4,749.9,68,1,75
13.08.2018,36,26.5,727.3,749.5,60,1,39
14.08.2018,35.1,29.1,728.3,750.6,67,2,71
15.08.2018,31.8,27.7,730.7,753.3,72,1,61
16.08.2018,36.4,27.3,731.3,753.8,66,3,43
17.08.2018,32,24.5,731.7,754.6,87,2,62
18.08.2018,34.4,23.7,728.9,751.3,61,2,50
19.08.2018,36.5,27.5,728.1,750.4,63,1,52
20.08.2018,37.9,28.1,727.6,749.9,56,0,61
21.08.2018,37.4,26.2,727,749.2,56,2,63
22.08.2018,31.3,25.1,731.2,754.1,91,1,44
23.08.2018,32.8,25.1,731,753.6,66,1,55
24.08.2018,34.4,25.8,729.4,751.9,62,2,55
25.08.2018,35.3,26.8,729.8,752.2,45,1,49
26.08.2018,35.5,26.8,729.7,752.1,49,1,57
27.08.2018,36,27.7,729.6,751.9,54,1,67
28.08.2018,36.8,28.8,729,751.3,55,2,46
29.08.2018,37.7,30,728.4,750.7,60,2,47
30.08.2018,37.5,29.3,729.4,751.6,49,1,36
31.08.2018,37.2,30.1,729.4,751.6,47,2,34
01.09.2018,37.2,31.3,728.8,751,49,1,23
02.09.2018,37.3,30.6,728.8,751,49,2,43
03.09.2018,35.3,31.6,730,752.3,63,3,27
04.09.2018,38.4,29.6,726.9,749,58,2,32
05.09.2018,37.9,28.1,729.3,751.9,68,3,35
06.09.2018,26,20.6,736.7,760.1,90,0,27
07.09.2018,20.4,19.3,739.2,762.8,93,1,23
08.09.2018,26.3,19.8,738.3,761.7,75,1,28
09.09.2018,25.1,20.4,738.7,762.1,83,3,23
10.09.2018,20.4,19.4,739.1,762.6,81,1,18
11.09.2018,20.5,19.1,737.4,760.9,89,1,18
12.09.2018,20.2,19.4,736.3,759.8,96,2,19
13.09.2018,23.4,19.4,736.4,759.7,78,1,20
14.09.2018,22.7,20.1,737.8,761.1,86,1,17
15.09.2018,23.3,21.4,737.3,760.6,82,0,19
16.09.2018,23.1,21.3,737.8,761.2,81,2,19
17.09.2018,22.7,20.9,735.8,759.1,94,1,24
18.09.2018,25.8,21.3,735.6,758.7,87,1,23
19.09.2018,34.2,22.8,732.8,755.6,82,2,27
20.09.2018,26.1,22.8,737,760.2,78,2,26
21.09.2018,26.6,21.4,738.8,762.1,81,2,19
22.09.2018,23.9,21.9,738.8,762.1,88,2,29
23.09.2018,29.7,22,735.9,759,77,2,37
24.09.2018,24.2,20.7,733.7,757,95,1,47
25.09.2018,20.3,19.9,734.1,757.5,94,2,57
26.09.2018,20.2,19.6,737.6,761.1,96,2,53
27.09.2018,19.3,18.3,740.7,764.4,95,1,47
28.09.2018,20.5,18,740.4,764,90,1,47
29.09.2018,24.8,18.6,738.5,761.9,82,1,51
30.09.2018,23.1,20.4,741,764.5,84,3,42
01.10.2018,21.8,18.8,742.8,766.6,82,1,52
02.10.2018,18.4,17.1,743.2,767.1,93,1,49
03.10.2018,17.4,16.2,744.1,768.1,86,1,52
04.10.2018,20.4,16.5,742.2,766,84,1,42
05.10.2018,22.4,17.8,740.6,764.2,84,1,68
06.10.2018,18.9,17.5,741,764.8,92,1,63
07.10.2018,18.4,17.2,739.9,763.6,94,1,57
08.10.2018,18.8,17.6,740,763.8,86,2,81
09.10.2018,18.8,16.2,743.9,767.8,89,1,71
10.10.2018,24.2,15.4,741.9,765.7,79,1,70
11.10.2018,22.1,16.1,742.6,766.3,77,0,79
12.10.2018,20.9,18.2,740.5,764.2,82,1,67
13.10.2018,16.5,15,739.9,763.9,84,3,53
14.10.2018,17.1,14.6,741.1,765,85,2,74
15.10.2018,20.1,15.3,740.3,764.2,90,2,85
16.10.2018,17.9,15.7,739.8,763.6,89,1,91
17.10.2018,21.8,16.7,737.2,760.8,81,0,94
18.10.2018,18.8,15.9,739.4,763.3,89,1,91
19.10.2018,16.6,14.7,741.1,765,78,2,70
20.10.2018,17.3,14.5,740.4,764.3,83,2,61
21.10.2018,17.2,15.5,742.7,766.6,89,1,101
22.10.2018,18.5,16.1,742.3,766.2,86,1,119
23.10.2018,17.4,16.2,740.8,764.7,94,1,127
24.10.2018,19,16.3,736.9,760.5,81,2,101
25.10.2018,18.3,16.5,743.2,767.1,92,1,86
26.10.2018,19.4,16.6,744.1,768,91,1,104
27.10.2018,17.5,16.3,744.8,768.7,90,1,90
28.10.2018,19.2,16.5,743,766.9,91,1,137
29.10.2018,22.2,15.8,743.4,767.2,83,1,154
30.10.2018,21.8,17.3,745.6,769.6,91,2,163
31.10.2018,21.1,15.4,743,766.9,92,1,168
01.11.2018,23.1,14.3,740.9,764.7,85,1,166
02.11.2018,24.4,14.5,738.2,762,67,1,165
03.11.2018,23.5,13.6,736.9,760.5,58,2,152
04.11.2018,19.6,17,740.4,764.2,66,2,160
05.11.2018,15.2,11.6,743.2,767.6,91,2,169
06.11.2018,11.5,10.9,745.3,769.8,88,1,165
07.11.2018,11.2,10.4,747.1,771.7,81,1,175
08.11.2018,17,9.7,740.1,764.4,82,2,160
09.11.2018,14.3,11,739.8,763.9,72,1,139
10.11.2018,14.7,11.6,743,767.2,84,1,125
11.11.2018,16,12.6,742.5,766.8,88,2,112
12.11.2018,18,11.9,740.1,764.2,86,2,140
13.11.2018,15.6,13.1,737.1,761,78,1,114
14.11.2018,16,14.1,740.2,764.2,82,0,122
15.11.2018,17.6,14,741,765.1,92,2,122
16.11.2018,14.4,12.6,741.7,765.9,87,2,100
17.11.2018,12.2,9.9,743.8,768.3,89,4,113
18.11.2018,9.9,8.5,745.5,770.1,81,1,80
19.11.2018,11.6,9.5,743.9,768.4,77,1,117
20.11.2018,12.4,10.6,743.4,767.8,81,1,147
21.11.2018,12.2,10.6,748.3,772.9,92,2,117
22.11.2018,13,10.4,746.7,771.2,87,1,128
23.11.2018,16,9.5,741.3,765.5,76,2,109
24.11.2018,13,11.5,746.1,770.6,87,1,100
25.11.2018,16.6,10.2,742.4,766.7,81,1,124
26.11.2018,16.2,9.6,743.5,767.8,78,3,126
27.11.2018,15.3,11.3,744.1,768.5,89,2,112
28.11.2018,14.8,10.5,743.6,767.8,80,1,121
29.11.2018,13.7,12.7,742.1,766.3,88,1,111
30.11.2018,14.3,12.1,743.6,767.8,91,1,96
01.12.2018,16.6,12.7,736.7,760.6,79,1,87
02.12.2018,17.6,13.6,735.9,759.8,90,1,90
03.12.2018,17.2,13.2,740.8,764.9,78,2,110
04.12.2018,17.1,13.2,739.6,763.6,78,2,107
05.12.2018,14.2,12.6,740.1,764.3,80,2,95
06.12.2018,11.8,9.3,743.7,768.3,96,1,80
07.12.2018,8.4,7.2,747.2,772.1,79,2,70
08.12.2018,7.5,5.9,746.9,771.8,67,2,62
09.12.2018,9.3,6.9,744.6,769.3,64,2,88
10.12.2018,9.7,7.1,748.3,773.1,72,2,90
11.12.2018,8.2,6.8,750.4,775.4,84,1,104
12.12.2018,8.3,5.9,749.2,774.1,79,1,87
13.12.2018,10.6,7.6,748.5,773.3,75,1,106
14.12.2018,10.4,8.4,746.5,771.2,76,2,70
15.12.2018,9.3,7.3,750.5,775.5,92,1,61
16.12.2018,13.2,7.4,747.9,772.8,80,2,73
17.12.2018,12.2,4.9,745.4,770.1,86,1,72
18.12.2018,10.4,7.5,740.9,765.3,83,1,63
19.12.2018,10.1,9.3,740.9,765.4,88,1,57
20.12.2018,11.4,7.5,738.8,763.1,74,1,54
21.12.2018,10.7,9.3,740.9,765.3,90,2,55
22.12.2018,12.5,10.2,746.1,770.6,87,1,38
23.12.2018,11.8,10.2,743.3,767.8,88,2,43
24.12.2018,10.7,9.2,739.1,763.6,74,1,46
25.12.2018,9.9,8,740.6,765.1,91,1,39
26.12.2018,10.4,8.6,742.4,766.9,88,2,50
27.12.2018,10.3,9,744.1,768.6,73,2,43
28.12.2018,9.4,5.7,749.9,775,87,1,37
29.12.2018,5,4,752.4,777.7,86,1,33
30.12.2018,5.4,3.5,751.3,776.5,80,0,36
31.12.2018,6.7,4.8,752.2,777.4,71,1,28
01.01.2019,6.3,5,751.8,777,81,1,32
02.01.2019,9.1,4.8,748,772.9,70,2,43
03.01.2019,7.3,5.6,746.2,771.2,94,0,42
04.01.2019,8.7,5.5,746.4,771.3,81,2,30
05.01.2019,12.1,6.5,744.5,769.2,73,3,29
06.01.2019,9.9,8.2,744.1,768.8,72,1,24
07.01.2019,12,7.6,746.7,771.4,68,2,31
08.01.2019,9.6,7.9,744.3,769,88,1,34
09.01.2019,7.3,6.1,743.3,768.1,94,2,23
10.01.2019,8.1,6,744.1,768.9,85,1,25
11.01.2019,10.9,6.6,742.2,767,88,2,35
12.01.2019,9,6.2,744.6,769.4,86,1,18
13.01.2019,10.1,6.7,742.9,767.5,80,1,24
14.01.2019,10.3,7.4,745.5,770.2,80,2,22
15.01.2019,10.1,7.5,748,772.9,84,2,21
16.01.2019,12.6,6.3,746.1,770.8,72,2,11
17.01.2019,12.2,8.1,741.7,766.2,69,1,17
18.01.2019,10.1,8.8,741.1,765.7,84,1,17
19.01.2019,10.6,8.8,744.4,769,82,1,16
20.01.2019,9.5,8,749.5,774.4,93,1,20
21.01.2019,9.2,6.4,748.8,773.8,92,1,17
22.01.2019,11.5,5.2,743.6,768.2,68,1,13
23.01.2019,10.7,8.1,740.9,765.4,73,1,15
24.01.2019,11,8.8,741.8,766.3,72,2,13
25.01.2019,11.7,9.7,746.9,771.5,80,1,9
26.01.2019,10.1,9.4,742.8,767.3,81,1,11
27.01.2019,11.1,9.3,742.1,766.6,76,1,10
28.01.2019,13.6,9.3,742.3,766.7,73,2,6
29.01.2019,11.4,9,741,765.5,95,2,16
30.01.2019,9.5,8.7,744,768.6,89,2,13
31.01.2019,10.3,8.7,747.3,772.1,91,2,12
01.02.2019,11.6,8.3,736.9,761.2,84,2,8
02.02.2019,12.1,9.2,736.9,761.2,82,1,7
03.02.2019,16.2,9.1,743.7,768,66,1,10
04.02.2019,14.7,10.3,741.3,765.7,81,1,12
05.02.2019,17.9,7.5,731,754.9,61,2,14
06.02.2019,19.1,7.6,735.7,759.8,68,0,8
07.02.2019,19.2,11.7,736.6,760.6,68,3,13
08.02.2019,13.4,12.5,738.7,762.9,69,1,5
09.02.2019,11.8,8.3,741.3,765.8,59,3,18
10.02.2019,8,6,748.6,773.6,84,2,7
11.02.2019,11.4,6.3,743.3,767.9,71,2,13
12.02.2019,12.3,8.5,746.1,770.7,68,1,9
13.02.2019,13,9,741.2,765.6,66,1,8
14.02.2019,12.5,10.1,743.7,768.1,75,1,11
15.02.2019,14.1,9.7,742.3,766.6,64,2,13
16.02.2019,13.8,10.2,740.7,765.1,52,2,5
17.02.2019,12.6,9,738.8,763.3,61,2,6
18.02.2019,10.9,7.7,739.2,763.6,59,1,14
19.02.2019,12.6,8.2,739.9,764.2,58,2,6
20.02.2019,14.2,9.8,743.2,767.6,66,1,8
21.02.2019,14.8,10.5,743.4,767.8,73,1,10
22.02.2019,13.7,7.7,742,766.3,64,1,12
23.02.2019,13.7,10,742.5,766.9,72,2,9
24.02.2019,13.6,8.4,741.9,766.3,69,1,7
25.02.2019,16,9.7,738.2,762.3,67,2,11
26.02.2019,13.2,11.6,738.8,763,73,1,11
27.02.2019,11.7,10.4,740.4,764.8,78,1,7
28.02.2019,13.2,10.4,736.8,760.9,68,1,9
01.03.2019,15.1,10.7,736.8,760.9,77,2,5
02.03.2019,12.3,9.8,739.2,763.6,86,1,6
03.03.2019,17.9,8.5,735.2,759.2,62,2,14
04.03.2019,12.7,10.8,735.2,759.4,89,2,8
05.03.2019,14.6,10.8,740.3,764.5,80,1,11
06.03.2019,12.8,11.4,740.6,764.9,92,1,12
07.03.2019,13.2,9.5,740.6,765.1,89,1,8
08.03.2019,12.4,8.9,740,764.3,76,2,9
09.03.2019,14.2,10.1,740.3,764.7,82,1,9
10.03.2019,21,8.3,740.1,764.1,64,1,9
11.03.2019,21.3,12.3,738.5,762.4,67,2,19
12.03.2019,17.4,13.4,737.8,761.7,68,1,15
13.03.2019,15.6,13.5,744.5,768.7,81,2,19
14.03.2019,13.5,11.9,746.5,770.9,87,1,15
15.03.2019,16,11.2,743.8,768,79,1,8
16.03.2019,17.1,12.1,742.2,766.3,70,1,13
17.03.2019,17.6,12.9,741.7,765.9,77,1,11
18.03.2019,22,11.2,735.2,758.9,62,2,14
19.03.2019,23.9,15.4,727.3,750.4,54,2,24
20.03.2019,26.4,16.7,728,751,54,1,29
21.03.2019,20.4,14.3,737.3,761.2,77,3,24
22.03.2019,13.2,11.6,743.2,767.6,89,2,11
23.03.2019,11.6,10.2,744.4,768.9,93,1,17
24.03.2019,13.6,10.4,742.2,766.6,91,2,21
25.03.2019,19.5,8.5,739.4,763.3,62,1,32
26.03.2019,20.3,14.2,737.2,760.9,61,1,35
27.03.2019,20.4,16.1,737.5,761.2,71,0,30
28.03.2019,25.1,15.2,733.5,757,70,2,31
29.03.2019,29.9,14.8,733,756.2,47,2,21
30.03.2019,19.9,16.3,739,762.8,74,3,34
31.03.2019,15.6,14.4,743.9,768,78,1,21
01.04.2019,18.7,13.2,736.8,760.6,69,2,24
02.04.2019,16.5,14.6,741,765,84,1,33
03.04.2019,18.8,13.7,741.4,765.5,90,3,27
04.04.2019,18.2,13.3,741.3,765.4,88,1,34
05.04.2019,24.8,13.1,737.2,760.8,70,1,21
06.04.2019,28.3,14.8,733.5,756.9,59,1,22
07.04.2019,33.3,15.3,725.9,748.9,64,0,34
08.04.2019,33.8,18.9,722.8,745.3,52,2,48
09.04.2019,29.3,21,732.3,755.4,66,2,41
10.04.2019,24,16.5,735.2,758.9,89,2,48
11.04.2019,23.6,16.4,735.2,758.7,73,2,32
12.04.2019,25.6,17,735.2,758.5,64,1,32
13.04.2019,27.4,19.3,736.6,759.7,58,2,43
14.04.2019,19.8,16,740.9,764.8,90,1,43
15.04.2019,19.8,15.7,740.5,764.3,79,1,42
16.04.2019,25.3,16.1,735.8,759.3,74,2,50
17.04.2019,28.4,16.8,730.1,753.1,68,1,56
18.04.2019,30.7,20.9,728.5,751.2,65,1,44
19.04.2019,26.2,20.4,729.2,752.4,95,2,49
20.04.2019,21.4,18.2,734,757.5,93,2,43
21.04.2019,26.8,17.9,732,755.2,73,2,37
22.04.2019,30.2,19.5,731.7,754.7,70,2,60
23.04.2019,31.5,20.9,730.1,752.9,67,1,56
24.04.2019,32.8,21.8,731.4,754.1,60,1,70
25.04.2019,34.5,23.1,728.7,751.3,60,2,68
26.04.2019,35.5,24.9,729,751.4,40,4,62
27.04.2019,33.8,27.5,728.8,751.4,55,3,63
28.04.2019,23.7,20.3,733.8,757.1,78,2,78
29.04.2019,23.4,18,735.8,759.2,75,1,83
30.04.2019,23.6,19.2,736.1,759.5,76,1,65
01.05.2019,27.4,18.1,735,758.3,75,2,67
02.05.2019,21.7,18,736.6,760.2,83,1,62
03.05.2019,22.9,17.7,736.7,760.1,74,1,62
04.05.2019,23.4,18.1,734.6,757.9,74,1,66
05.05.2019,22.2,18.6,734.6,757.9,78,1,84
06.05.2019,20.3,18.5,733.3,756.7,74,2,97
07.05.2019,18.7,15.9,737.1,760.9,76,1,47
08.05.2019,18.6,14.3,736.9,760.6,83,1,62
09.05.2019,22.8,16.4,736.2,759.7,78,1,63
10.05.2019,27.7,17.5,734.8,758,62,1,58
11.05.2019,26.9,20.7,733.1,755.3,69,1,69
12.05.2019,22.5,19.6,734.3,757.6,87,0,71
13.05.2019,22,19.1,734.2,757.6,85,2,90
14.05.2019,23.8,18.9,732.1,755.3,84,1,79
15.05.2019,24.2,20,732.6,755.8,90,2,77
16.05.2019,28,20.3,730.7,753.7,77,1,84
17.05.2019,30.7,21.2,727.8,750.4,64,1,77
18.05.2019,25.3,21.8,730.5,753.4,83,2,86
19.05.2019,23.4,17.4,738.8,762.5,91,2,104
20.05.2019,18.5,16,738.7,762.4,85,1,101
21.05.2019,20.7,17.8,737.8,761.5,90,2,120
22.05.2019,27.4,16.9,735,758.2,77,1,121
23.05.2019,33,19.3,731,753.8,59,1,121
24.05.2019,26.7,20.6,730.3,753.4,93,1,118
25.05.2019,28.3,21.6,729.2,752.1,86,2,118
26.05.2019,30.8,22,731.2,754,81,1,110
27.05.2019,28.8,18.3,736.7,760.3,89,1,150
28.05.2019,19.1,16.4,738.7,762.4,84,1,109
29.05.2019,19.8,15.9,736.5,760,82,1,110
30.05.2019,22,17.9,736.8,760.3,86,1,105
31.05.2019,28.7,18.3,734.4,757.5,71,1,113
01.06.2019,28.9,21.8,733,756.1,74,0,112
02.06.2019,33.4,20.4,730.5,753.3,52,1,114
03.06.2019,35.2,21.6,728.3,750.9,51,2,112
04.06.2019,36.1,23.8,724.1,746.2,48,1,111
05.06.2019,32.1,23.4,730.1,753,79,1,98
06.06.2019,30.9,22.1,732,754.9,75,2,89
07.06.2019,31.6,23.3,730.1,752.7,63,3,82
08.06.2019,29.4,23.5,729.6,752.5,94,1,77
09.06.2019,24,23,730.1,753.1,94,1,73
10.06.2019,27.2,22.9,730.1,753,85,2,97
11.06.2019,24,21.7,731.3,754.5,92,1,101
12.06.2019,23,21.2,732.1,755.2,93,2,89
13.06.2019,30.6,22.2,729.8,752.6,77,1,93
14.06.2019,31.2,23.2,727.6,750.2,67,2,95
15.06.2019,25.8,20.5,730.7,753.9,96,2,66
16.06.2019,23.4,19.7,732,755.2,95,1,105
17.06.2019,22.4,21.2,732.8,756,95,1,89
18.06.2019,27.9,21.9,730.3,753.1,85,1,120
19.06.2019,28.7,24.3,726.7,749.3,81,1,110
20.06.2019,28.6,24.5,726.5,749.1,82,1,105
21.06.2019,28.8,25.1,727.2,749.8,86,2,77
22.06.2019,26,23.4,730.5,753.5,97,2,69
23.06.2019,24,22,732.5,755.6,85,0,83
24.06.2019,26.3,22.7,732.5,755.5,82,2,95
25.06.2019,25.3,22.2,732.4,755.4,84,1,102
26.06.2019,29.4,22.9,726.2,748.8,80,3,105
27.06.2019,25.9,24.6,724.4,747.1,87,2,90
28.06.2019,23.6,21.5,729.3,752.3,85,1,78
29.06.2019,26.8,21.8,730.4,753.4,84,0,75
30.06.2019,30.8,21.8,731.6,754.5,82,1,85
01.07.2019,34.2,23,731,753.6,64,2,98
02.07.2019,35.8,24.7,729.9,752.3,54,2,83
03.07.2019,30.2,26.1,731.9,754.7,79,2,68
04.07.2019,24.9,22.5,732.4,755.5,83,1,54
05.07.2019,31.3,22.2,728.4,751.1,71,1,64
06.07.2019,29.1,23.6,728.3,751,76,1,70
07.07.2019,27.3,24.9,729.5,752.2,72,1,60
08.07.2019,24.1,21.2,731.5,754.7,96,3,54
09.07.2019,28.8,21,730.1,753,77,1,56
10.07.2019,33.3,22.4,728.4,751,66,2,57
11.07.2019,29.5,24.1,729.6,752.5,77,3,66
12.07.2019,25.5,21.6,730.8,753.7,88,1,34
13.07.2019,31.9,23.4,728.9,751.6,81,1,41
14.07.2019,34.2,24,727.6,750.4,85,1,52
15.07.2019,32.9,24.1,728.4,751.3,95,2,35
16.07.2019,27.7,24.3,728.7,751.5,88,1,38
17.07.2019,29.3,24.9,728.5,751.1,82,1,39
18.07.2019,28.9,25.3,728.5,751.2,88,1,32
19.07.2019,30.8,26.1,728.9,751.5,84,1,37
20.07.2019,32.8,26.8,729.3,751.9,85,1,40
21.07.2019,35.2,26.8,726.1,748.4,70,2,38
22.07.2019,35.1,25.9,728,750.7,87,2,33
23.07.2019,30.3,25.6,729.1,751.8,83,2,31
24.07.2019,33,26.3,730.4,753.2,87,1,43
25.07.2019,33.3,25.8,728.8,751.3,75,1,35
26.07.2019,38.2,27.3,725.1,747.3,63,1,43
27.07.2019,38.6,28.9,725.8,747.9,64,2,31
28.07.2019,38.1,30.2,725.2,747.2,53,1,32
29.07.2019,35.2,27.5,730.1,752.8,78,2,48
30.07.2019,33.1,26.3,730.8,753.4,73,1,50
31.07.2019,28.7,23.7,731.5,754.3,82,2,49
01.08.2019,35.7,25.1,728.8,751.2,67,2,32
02.08.2019,35.6,27.6,728,750.3,63,3,31
03.08.2019,33.4,23.7,730.3,753.2,95,1,36
04.08.2019,32.6,25.2,729.8,752.5,86,2,36
05.08.2019,33.2,26,729,751.5,75,1,28
06.08.2019,29.7,25.2,730.5,753.4,82,3,36
07.08.2019,28.7,24.7,728.4,751.1,86,1,28
08.08.2019,31.8,25.2,729.4,751.9,76,1,35
09.08.2019,28.9,26.6,729.6,752.3,83,1,23
10.08.2019,36,26,727.9,750.4,68,1,37
11.08.2019,37.7,26.2,726.4,748.7,61,2,32
12.08.2019,38.3,26.5,726.3,748.6,63,2,31
13.08.2019,38.3,28,728.8,751.1,53,2,27
14.08.2019,32.5,27.2,729.9,752.5,70,1,36
15.08.2019,36.8,25.4,727.1,749.5,59,2,29
16.08.2019,38.6,26.7,726.8,749.1,46,2,24
17.08.2019,39.2,27.2,727,749.2,46,2,25
18.08.2019,38.3,28.7,727.3,749.4,52,1,22
19.08.2019,38.1,32.1,728.6,750.6,43,4,21
20.08.2019,38.6,29.7,729.4,751.6,50,2,18
21.08.2019,36.8,30.1,729.7,751.9,55,2,24
22.08.2019,38.1,29.9,732.1,754.3,39,2,20
23.08.2019,37.4,29.9,731.8,754.1,48,2,11
24.08.2019,38.2,29.8,730.5,752.8,49,2,13
25.08.2019,39.1,29.6,729.4,751.6,50,1,7
26.08.2019,39.2,30,728.6,750.7,49,2,15
27.08.2019,34.9,29.7,733.2,755.8,58,2,13
28.08.2019,31.9,27.3,734.7,757.5,77,4,19
29.08.2019,27.3,23,735.3,758.2,63,2,12
30.08.2019,30.8,24.5,735.5,758.4,55,1,10
31.08.2019,25.5,21.8,737,760.3,83,1,12
01.09.2019,26,22.3,737.2,760.3,77,1,10
02.09.2019,31.1,22.7,736,758.8,60,1,10
03.09.2019,33.5,25.4,732.8,755.5,58,1,15
04.09.2019,33.5,25.4,732.1,754.9,68,2,9
05.09.2019,28.8,22.3,731.5,754.3,76,1,4
06.09.2019,31.3,23.8,729.8,752.5,78,2,13
07.09.2019,32.7,25.7,729.2,751.9,80,2,14
08.09.2019,26.6,24.7,729.1,751.9,95,1,15
09.09.2019,29,24.2,729.4,752.2,90,1,13
10.09.2019,33.7,25.1,732.8,755.5,80,1,14
11.09.2019,35.2,26.1,732.6,755.2,68,2,23
